,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Customer service calls,Churn,TOTAL MINUTES,TOTAL CALLS,TOTAL CHARGES
766,PA,122,415,True,False,0,0,True,667.5,290,71.1
767,WV,148,415,False,True,26,2,False,614.1,383,66.38
768,NJ,74,415,False,False,0,3,False,621.4000000000001,274,67.93
769,MT,106,415,False,False,0,1,False,593.1999999999999,305,62.56999999999999
770,MN,179,415,False,False,0,1,False,589.6999999999999,273,58.510000000000005
771,WI,149,415,True,True,28,5,True,447.8,279,44.67
772,ID,77,510,False,False,0,0,False,619.8000000000001,305,61.93
773,MA,127,408,True,False,0,1,True,534.7,350,54.620000000000005
774,OR,80,415,False,False,0,1,False,598.9,300,57.43
775,MT,106,510,False,False,0,1,False,579.5,261,57.550000000000004
776,AL,61,415,False,True,20,0,False,678.0,324,71.14
777,ND,135,510,True,True,24,2,False,582.8,247,52.1
778,LA,115,415,False,True,26,6,False,627.0,260,61.28
779,ND,167,408,True,False,0,2,False,641.0,295,68.23
780,MS,107,510,True,False,0,2,False,622.1,248,72.00999999999999
781,WV,112,415,True,False,0,1,False,507.5,390,53.519999999999996
782,WI,35,510,False,True,27,1,False,681.9999999999999,260,68.7
783,KS,103,408,True,False,0,3,False,522.8,272,40.309999999999995
784,MO,107,415,False,True,22,1,False,675.4000000000001,350,73.78999999999999
785,PA,69,415,False,False,0,3,False,645.2,215,70.51
786,SD,85,408,False,False,0,0,False,616.0,264,64.27
787,NJ,24,408,False,False,0,2,True,668.0000000000001,299,74.11
788,AL,90,415,False,False,0,2,False,478.2,294,55.75
789,ME,137,510,False,False,0,3,False,513.7,257,48.230000000000004
790,AZ,92,415,True,True,45,0,False,580.9,270,70.89
791,VT,38,415,False,False,0,2,False,605.2,242,59.099999999999994
792,NV,69,510,True,True,33,1,True,698.5,287,77.34999999999998
793,WI,45,408,False,False,0,2,False,580.8,337,51.02
794,HI,73,408,False,False,0,1,False,609.6,318,63.83
795,DE,92,415,False,False,0,1,False,636.0,298,66.45
796,AZ,113,415,False,True,32,1,False,485.1,339,51.45
797,VA,68,408,True,False,0,1,True,580.9,379,56.75
798,GA,135,415,False,True,22,2,False,605.8000000000001,348,65.56
799,AZ,100,415,False,True,26,1,False,520.9,370,51.74
800,MN,96,415,False,True,27,1,False,672.9,296,74.32000000000001
801,ME,108,510,False,False,0,1,False,638.1,336,69.69
802,FL,84,510,False,False,0,0,False,763.6,290,72.46000000000001
803,WA,134,408,False,False,0,1,False,765.5,264,73.47
804,MT,72,415,False,False,0,0,False,692.9,244,73.79
805,AL,83,408,False,False,0,0,False,512.3,284,57.94
806,WV,137,408,False,False,0,0,False,477.40000000000003,344,51.83
807,GA,56,415,False,True,30,1,False,505.9,319,48.27
808,OH,61,510,True,True,16,0,False,545.0999999999999,232,54.71999999999999
809,DE,171,510,False,True,17,1,False,633.5999999999999,299,62.78
810,NE,123,510,False,False,0,1,False,594.4,344,63.4
811,FL,58,510,False,False,0,0,False,530.0,348,59.7
812,AK,156,510,False,False,0,1,False,429.20000000000005,262,41.85
813,WI,166,510,False,False,0,0,False,656.3999999999999,304,65.77
814,WA,75,510,False,True,41,1,False,518.4,297,50.62
815,KY,75,415,False,False,0,2,True,775.2,291,82.28
816,OH,83,510,False,False,0,1,False,659.1999999999999,298,69.17999999999999
817,UT,243,510,False,False,0,2,False,530.0,279,43.82
818,NM,153,408,False,False,0,1,False,614.5,327,62.53
819,MN,150,415,False,False,0,1,False,596.8000000000001,334,56.2
820,WV,92,510,False,True,16,2,False,458.2,332,49.53
821,MN,80,415,False,False,0,0,False,352.4,290,33.79
822,AL,134,415,False,False,0,1,False,580.1,283,57.14
823,PA,77,510,False,True,24,1,False,457.70000000000005,236,46.49999999999999
824,DE,147,510,False,False,0,2,False,502.59999999999997,308,56.629999999999995
825,MO,74,415,False,False,0,1,False,577.6,315,58.580000000000005
826,IL,138,510,True,False,0,1,False,580.8000000000001,315,58.129999999999995
827,FL,143,415,False,False,0,0,False,642.0,357,58.03
828,HI,64,415,False,False,0,2,False,641.8,350,61.330000000000005
829,ME,120,510,False,False,0,2,False,558.5999999999999,213,61.42
830,CO,121,408,True,False,0,3,True,516.1,331,50.949999999999996
831,NH,88,415,False,False,0,2,False,670.1999999999999,280,66.75999999999999
832,SC,87,408,False,False,0,2,True,722.6999999999999,331,83.14
833,IN,100,510,False,False,0,0,False,580.4,321,64.06
834,FL,104,415,False,False,0,3,False,427.7,287,35.54
835,GA,27,510,False,False,0,1,False,357.0,266,35.72
836,IL,81,415,False,True,31,0,False,614.3,321,65.15
837,NC,64,510,True,True,33,0,False,545.6,319,48.79
838,VT,107,510,False,True,28,1,False,744.1999999999999,348,73.59
839,DC,88,415,False,True,17,1,False,646.0000000000001,269,69.02
840,VT,111,408,False,False,0,3,False,604.1,348,52.44
841,NV,77,415,False,False,0,5,False,560.3,312,63.43
842,OR,67,415,True,False,0,2,False,462.4,287,47.89
843,AL,102,408,False,False,0,1,False,537.5,308,61.010000000000005
844,ND,146,408,False,True,19,1,False,569.4,258,57.489999999999995
845,FL,144,415,False,True,51,1,False,682.2,296,76.11
846,NE,96,415,False,False,0,1,True,677.4,335,63.010000000000005
847,ND,70,415,False,True,31,1,False,585.3,282,52.24
848,ME,149,408,False,False,0,0,False,646.5,306,68.53
849,IL,129,415,False,False,0,2,False,583.7,300,63.71999999999999
850,WA,166,408,False,False,0,0,False,584.1999999999999,343,65.14
851,MA,136,408,True,False,0,3,True,494.4,273,58.129999999999995
852,KS,149,510,False,False,0,3,False,727.7,267,73.06
853,RI,70,415,False,False,0,3,False,638.4,305,56.71
854,MO,120,415,False,True,24,2,False,707.7,308,70.92
855,IA,66,510,False,False,0,2,False,630.0,383,68.99
856,WY,104,408,False,False,0,1,False,532.1,345,54.58
857,NV,160,415,False,False,0,1,False,645.3,304,60.97
858,WI,129,415,False,True,37,1,False,567.1,286,60.39
859,AL,93,408,False,False,0,3,True,764.8999999999999,281,79.36999999999999
860,HI,169,415,False,False,0,2,False,592.9,339,58.31
861,MO,58,415,False,False,0,1,False,570.3,361,55.55
862,CA,75,510,False,True,38,3,False,669.1999999999999,363,59.38
863,MO,45,408,False,False,0,1,False,590.4999999999999,303,61.419999999999995
864,CT,155,510,False,False,0,3,False,438.2,323,49.74
865,MD,52,415,False,False,0,4,False,545.6,324,59.86000000000001
866,OH,119,415,False,True,27,0,False,645.9,344,69.81
867,NV,86,510,False,False,0,1,False,514.4000000000001,263,48.830000000000005
868,MD,42,408,False,False,0,0,False,585.0,324,61.44
869,NE,127,510,True,False,0,2,False,647.6999999999999,341,61.81
870,OH,123,408,False,False,0,0,False,629.5,338,54.870000000000005
871,MA,98,510,False,False,0,4,True,757.6,345,78.13
872,OK,149,510,False,True,43,1,False,633.6999999999999,284,63.79
873,MA,160,408,False,False,0,1,False,719.7,304,64.77000000000001
874,WA,103,415,False,False,0,5,False,558.6999999999999,318,58.5
875,HI,132,415,False,True,15,1,False,557.9,328,56.309999999999995
876,CO,137,415,False,False,0,1,False,601.6,311,57.57000000000001
877,FL,129,415,True,False,0,1,False,589.1999999999999,313,69.44
878,WI,62,415,False,False,0,1,False,519.5,248,64.93
879,ID,122,510,False,True,33,4,False,672.9,318,75.61
880,WY,32,408,False,False,0,1,False,570.3,255,56.78
881,GA,86,510,False,False,0,3,False,623.0,329,53.160000000000004
882,FL,130,415,False,False,0,1,False,575.2,367,59.47
883,WY,42,408,False,False,0,1,False,455.20000000000005,326,50.81
884,DE,73,415,False,False,0,2,False,567.1,274,66.49
885,ME,66,408,False,True,26,2,False,694.3000000000001,341,74.05
886,DC,103,510,False,True,31,0,False,501.7,329,45.599999999999994
887,IA,128,408,False,False,0,1,False,701.2,250,63.71
888,CO,104,415,False,False,0,2,False,657.8,306,63.29
889,MN,103,415,False,False,0,0,False,432.59999999999997,331,48.77
890,VT,124,415,False,False,0,0,False,603.4,299,61.5
891,AZ,87,510,False,False,0,1,False,483.09999999999997,342,43.33
892,LA,109,415,False,True,27,1,True,597.7,278,59.370000000000005
893,MO,167,415,True,False,0,2,False,493.0,309,57.63
894,ME,97,510,False,False,0,4,True,496.6,263,46.910000000000004
895,MD,106,415,False,False,0,2,False,571.0,315,56.67
896,VT,125,415,False,False,0,2,False,502.79999999999995,363,47.93
897,DC,108,408,False,True,35,0,False,627.4,327,66.73
898,WY,125,415,False,False,0,1,False,621.8,337,55.68000000000001
899,VA,89,415,False,True,32,1,False,692.6000000000001,316,69.35
900,VA,72,510,True,True,29,0,False,504.5,299,46.96
901,CT,23,510,False,False,0,2,True,725.6,383,85.46
902,HI,149,510,False,False,0,7,False,601.9000000000001,305,58.5
903,WI,73,415,False,False,0,0,False,574.8,288,61.84
904,MD,61,415,False,False,0,1,True,714.2,323,75.08000000000001
905,WV,161,415,False,False,0,4,True,481.0,311,51.489999999999995
906,VT,73,408,False,False,0,0,False,551.5,291,62.040000000000006
907,UT,118,415,False,True,24,1,False,490.09999999999997,230,45.010000000000005
908,CO,23,408,False,False,0,6,False,591.4000000000001,274,60.41
909,NC,127,415,False,True,25,0,False,515.5,314,41.150000000000006
910,NJ,42,415,False,True,32,0,False,540.1,314,53.72
911,AR,118,415,False,False,0,5,True,807.2,368,85.7
912,IA,45,510,False,False,0,2,False,453.80000000000007,273,47.60000000000001
913,GA,50,408,False,True,24,1,False,827.2,318,77.98
914,MO,179,510,False,False,0,0,True,851.8,353,88.13000000000001
915,MO,152,408,False,False,0,2,False,448.8,336,40.2
916,WY,105,415,False,False,0,2,False,625.8000000000001,317,55.24
917,HI,72,415,False,False,0,0,False,528.9,283,43.93000000000001
918,PA,52,408,False,False,0,1,False,780.9000000000001,307,71.98000000000002
919,TX,125,415,False,False,0,1,False,533.6,324,57.059999999999995
920,VA,143,510,False,False,0,1,False,455.0,268,43.06999999999999
921,RI,65,415,False,False,0,1,False,537.1999999999999,238,47.83
922,WI,80,415,False,False,0,1,False,755.8,283,71.78000000000002
923,MS,1,415,False,False,0,1,False,489.8,255,47.74999999999999
924,KY,60,408,False,False,0,1,False,553.1999999999999,326,51.83
925,NC,43,415,False,False,0,1,False,371.90000000000003,318,32.92
926,NV,143,415,False,False,0,0,False,508.79999999999995,303,56.42999999999999
927,UT,81,415,False,True,24,0,False,476.8,306,48.129999999999995
928,ME,205,510,False,True,24,2,False,519.3,306,53.31
929,HI,24,415,False,False,0,1,False,608.2,326,64.88999999999999
930,OH,74,415,False,False,0,0,False,640.3999999999999,329,57.26
931,WV,77,510,False,False,0,1,False,511.9,293,42.02
932,OK,74,415,False,False,0,1,False,671.7,312,69.89
933,KY,74,510,True,False,0,1,True,555.0,346,52.18
934,AL,200,408,False,False,0,1,False,450.2,317,44.120000000000005
935,MD,86,408,False,False,0,4,False,717.9,290,72.44000000000001
936,NE,91,510,False,True,37,0,False,682.8000000000001,320,62.43
937,DC,76,415,False,False,0,2,False,562.8000000000001,294,60.8
938,TX,130,415,False,False,0,1,False,594.5999999999999,288,52.62
939,OH,56,408,False,False,0,2,False,582.9999999999999,302,47.47
940,DE,117,415,False,False,0,0,False,630.5,354,62.629999999999995
941,IA,63,510,False,False,0,2,False,677.5,286,62.64
942,VT,126,415,False,False,0,0,False,581.8,314,61.51
943,OR,132,510,False,False,0,1,False,683.4,324,65.85
944,NV,81,415,False,True,28,4,True,560.8000000000001,361,55.919999999999995
945,NC,122,415,False,False,0,2,False,570.2,291,56.56
946,NJ,46,408,False,False,0,2,True,736.3,270,78.77000000000001
947,MN,150,415,False,True,28,1,False,556.9,289,56.129999999999995
948,ID,99,408,False,False,0,1,False,579.1999999999999,321,54.14
949,AL,87,408,False,False,0,1,False,644.0999999999999,295,70.01
950,AK,108,415,False,False,0,1,False,523.4,324,47.9
951,VT,101,415,False,False,0,4,False,595.7,257,58.0
952,PA,53,415,False,False,0,3,False,525.8000000000001,325,58.129999999999995
953,AK,132,415,False,True,39,2,False,597.0,308,58.25
954,CA,158,510,False,False,0,2,False,609.7,359,57.830000000000005
955,MS,114,415,False,True,34,0,False,594.5999999999999,359,57.230000000000004
956,AR,77,415,False,True,23,2,False,605.9,250,62.43
957,NV,144,415,True,False,0,0,False,635.9,278,60.919999999999995
958,AL,91,510,False,True,23,3,False,621.1999999999999,316,67.21
959,GA,58,408,False,False,0,2,False,487.70000000000005,310,50.13
960,AR,5,415,False,False,0,3,False,613.8,206,63.0
961,MA,97,408,False,False,0,0,False,693.0,245,72.14
962,NJ,107,415,False,False,0,3,False,589.7,296,60.79
963,MO,142,415,False,True,30,1,False,600.5999999999999,260,55.339999999999996
964,NY,9,408,False,True,31,1,False,600.8999999999999,332,62.36
965,AZ,73,415,False,False,0,0,False,558.1,324,59.709999999999994
966,NJ,48,510,False,True,22,2,True,689.7,308,63.92000000000001
967,WV,43,408,False,False,0,0,False,554.5,371,63.26
968,NM,122,408,False,True,33,1,True,601.2,327,61.88999999999999
969,SC,93,415,False,False,0,0,False,591.1999999999999,228,62.85
970,VT,85,415,False,False,0,1,False,632.4,296,62.1
971,TN,59,415,False,False,0,3,False,690.5,262,62.35
972,LA,87,415,False,False,0,1,False,557.5999999999999,282,62.86
973,OH,137,408,False,False,0,0,False,466.00000000000006,285,49.0
974,OR,21,510,False,True,31,6,False,595.5,270,56.77
975,DE,129,510,False,False,0,0,True,727.8,311,84.56
976,KY,104,415,False,False,0,0,False,539.4,263,48.76
977,GA,93,408,False,True,21,4,True,495.09999999999997,325,48.209999999999994
978,VT,63,415,False,False,0,4,True,781.6,338,83.52000000000001
979,OR,161,415,False,False,0,0,False,551.6,323,48.35000000000001
980,TX,50,510,False,False,0,3,False,556.2,330,59.4
981,MO,103,408,False,True,24,1,False,626.6,272,53.31
982,ND,84,415,False,True,33,1,False,535.3,333,52.89
983,MN,92,510,False,False,0,1,False,667.3,332,67.59
984,NV,77,415,False,False,0,1,False,655.0,306,61.74000000000001
985,NY,64,415,True,False,0,1,True,884.9999999999999,245,96.15
986,FL,159,415,False,True,15,1,False,466.20000000000005,394,43.68
987,KS,110,415,True,True,27,1,True,717.6,285,78.17
988,NV,138,510,False,False,0,3,False,528.1,364,53.620000000000005
989,NV,178,408,False,False,0,1,False,623.6,341,73.05
990,SC,38,415,False,True,31,0,False,749.9,294,69.26
991,MI,50,415,False,True,35,2,False,551.9,301,56.09000000000001
992,MI,45,510,False,True,26,1,False,313.3,331,33.32
993,TN,70,510,False,False,0,0,False,533.4,303,47.620000000000005
994,NY,147,510,False,True,33,3,False,709.4,310,75.07
995,NV,94,510,False,False,0,1,False,495.09999999999997,305,53.88999999999999
996,IL,179,510,False,False,0,0,False,511.4,308,48.21
997,MS,116,415,False,False,0,2,False,592.8,265,65.02
998,ND,59,510,False,False,0,0,False,602.4000000000001,287,62.14
999,NC,165,415,False,False,0,0,False,434.9,297,53.900000000000006
1000,MI,133,408,False,False,0,2,True,635.8,362,75.28999999999999
1001,TN,140,415,False,False,0,1,False,561.9,303,49.550000000000004
1002,VT,93,408,False,True,32,2,False,551.0999999999999,281,50.290000000000006
1003,OK,52,510,False,True,38,0,False,575.4000000000001,274,57.93000000000001
1004,DE,64,415,False,True,27,1,False,507.6,320,56.519999999999996
1005,ND,12,510,True,False,0,2,False,563.0,357,59.29
1006,OR,48,415,False,False,0,2,False,649.5999999999999,294,67.6
1007,NY,181,408,False,False,0,1,False,568.1,251,52.65
1008,MO,168,415,False,True,42,2,False,486.29999999999995,281,44.779999999999994
1009,FL,155,415,False,False,0,3,False,528.9,328,55.72
1010,ND,105,510,False,False,0,0,False,675.4,339,72.31
1011,NY,11,415,False,False,0,2,False,636.5,286,60.330000000000005
1012,ND,182,415,False,False,0,2,False,569.5999999999999,327,48.480000000000004
1013,NY,104,415,False,False,0,1,False,585.0,246,56.52
1014,OH,102,415,False,False,0,0,False,513.0,356,43.410000000000004
1015,AL,122,415,False,False,0,0,False,663.6,309,69.83
1016,SC,41,415,False,False,0,1,False,499.0,338,48.43
1017,GA,132,415,False,False,0,2,False,606.1999999999999,336,61.18
1018,WY,76,415,False,False,0,1,True,675.6999999999999,323,75.11999999999999
1019,WV,13,415,False,False,0,1,False,522.9,265,50.309999999999995
1020,HI,115,415,False,True,33,2,False,596.0,370,55.91
1021,WV,67,408,False,False,0,1,False,454.2,243,50.010000000000005
1022,LA,154,510,False,False,0,0,False,518.4000000000001,290,52.0
1023,AR,100,510,False,False,0,2,False,468.09999999999997,300,48.46
1024,AK,146,510,True,False,0,1,False,621.3000000000001,289,57.61000000000001
1025,DC,148,415,False,True,11,1,False,812.3,317,82.30999999999999
1026,AL,67,415,False,True,28,2,False,555.8,283,50.78
1027,UT,161,510,True,False,0,1,True,711.4,341,69.16
1028,KS,70,415,False,False,0,1,False,662.2,349,66.29
1029,MN,116,510,False,False,0,0,False,675.9,312,68.61999999999999
1030,VA,99,415,False,True,42,2,True,673.0999999999999,333,68.68
1031,UT,87,415,False,False,0,1,False,490.90000000000003,285,48.44
1032,IN,87,510,False,False,0,1,False,589.5,274,63.660000000000004
1033,CT,70,408,False,False,0,2,False,594.3000000000001,337,62.5
1034,DE,131,408,False,False,0,2,False,502.3,298,45.96
1035,VT,119,510,False,False,0,2,False,577.2,299,60.65
1036,MO,119,408,False,True,32,3,False,533.8,307,52.87
1037,RI,87,510,True,False,0,0,False,482.99999999999994,258,47.519999999999996
1038,CA,112,415,False,False,0,5,True,386.80000000000007,317,39.13
1039,RI,75,415,False,False,0,2,False,606.2,286,53.49
1040,CT,150,510,False,False,0,4,False,658.1000000000001,304,64.18
1041,IN,161,510,False,True,38,0,False,664.4000000000001,332,71.63999999999999
1042,FL,91,510,True,True,24,0,False,527.4999999999999,376,44.99
1043,KS,124,415,False,False,0,3,False,559.3,293,55.73
1044,NY,94,510,True,False,0,4,False,492.3,300,60.05
1045,TX,217,408,False,False,0,4,False,651.1,353,59.79999999999999
1046,RI,158,510,False,False,0,0,False,702.8000000000001,317,70.37
1047,NV,102,415,False,False,0,0,False,635.6,281,58.910000000000004
1048,UT,85,510,False,False,0,0,False,611.7,329,64.93
1049,OK,79,510,False,False,0,1,False,564.3,290,52.28
1050,MN,139,510,False,True,25,2,False,470.1,276,43.23
1051,NC,103,415,False,False,0,0,False,667.5,301,72.44
1052,OR,98,415,True,False,0,1,False,446.2,254,33.64
1053,NH,78,408,False,False,0,2,False,605.4000000000001,305,57.49999999999999
1054,AK,50,408,False,False,0,1,False,453.49999999999994,327,47.66
1055,OR,161,415,False,False,0,1,False,470.70000000000005,275,51.22
1056,KS,67,408,False,False,0,0,False,508.5,345,53.540000000000006
1057,WV,86,415,False,True,38,1,False,408.4,384,42.099999999999994
1058,GA,92,510,False,False,0,0,False,491.9,304,58.029999999999994
1059,NM,174,415,False,False,0,1,False,542.0999999999999,315,63.809999999999995
1060,OH,124,510,False,False,0,1,False,470.90000000000003,303,52.35000000000001
1061,ND,132,415,False,True,31,1,False,603.2,291,61.11
1062,RI,190,415,False,True,26,1,False,447.6,265,42.790000000000006
1063,HI,101,510,False,False,0,1,False,495.59999999999997,349,42.44
1064,WY,185,415,True,True,30,2,False,544.1,328,51.4
1065,NY,68,415,False,True,29,0,False,621.0,263,68.26
1066,KS,117,510,False,True,25,0,False,719.8,325,71.02
1067,LA,118,408,False,False,0,1,False,610.8000000000001,289,60.76
1068,PA,124,415,False,False,0,0,False,520.5,382,55.99
1069,NV,22,510,False,False,0,1,False,583.9,315,57.870000000000005
1070,MN,75,415,False,False,0,1,False,537.1999999999999,339,53.11
1071,PA,134,408,False,False,0,1,False,629.9,393,64.75
1072,MO,164,408,False,True,25,1,False,435.00000000000006,253,56.24
1073,NY,44,510,False,False,0,1,False,536.4,272,50.529999999999994
1074,ME,177,415,False,False,0,2,False,632.7,287,67.39999999999999
1075,NH,110,408,False,False,0,0,False,573.9,277,57.98
1076,WY,53,415,False,True,27,1,False,467.0,286,33.97
1077,NY,108,415,False,False,0,4,True,528.3,288,51.010000000000005
1078,ME,80,408,False,False,0,0,True,713.8,339,82.8
1079,MN,158,408,False,False,0,1,False,649.4000000000001,290,66.14999999999999
1080,OH,114,415,False,False,0,0,False,587.0,284,57.36
1081,NC,64,408,False,True,19,1,False,744.4,342,80.65
1082,SD,88,415,False,False,0,3,False,614.8999999999999,266,65.93
1083,UT,82,510,True,False,0,3,False,610.0,280,64.89
1084,KY,111,415,False,False,0,3,False,643.5999999999999,315,71.88
1085,MT,60,408,False,False,0,2,False,596.0999999999999,322,70.05
1086,NJ,113,408,False,False,0,3,False,632.6999999999999,308,56.44
1087,FL,109,408,False,False,0,1,False,700.2,367,68.75999999999999
1088,IN,105,510,False,True,42,0,False,579.5,255,50.629999999999995
1089,DE,85,510,False,False,0,2,False,573.7,323,62.629999999999995
1090,AL,131,510,False,False,0,0,False,526.6999999999999,253,53.160000000000004
1091,ME,59,510,False,False,0,2,False,538.8000000000001,293,56.85
1092,SD,148,408,False,False,0,1,False,530.2,300,55.96
1093,VA,210,408,False,False,0,2,False,515.7,267,43.73
1094,AK,115,415,False,False,0,0,False,641.3000000000001,296,67.49
1095,ID,106,510,False,False,0,1,False,639.8,267,72.39
1096,RI,93,415,False,False,0,1,False,610.4000000000001,325,52.95
1097,KY,57,415,False,True,29,1,False,767.7,326,81.38
1098,ND,98,510,False,False,0,1,False,569.6999999999999,348,58.010000000000005
1099,HI,157,415,False,False,0,3,False,595.8000000000001,297,68.45000000000002
1100,WI,116,415,False,True,35,1,False,696.0,297,69.15
1101,WV,30,510,False,False,0,2,False,595.5,311,58.89
1102,NJ,111,510,False,False,0,4,True,503.9,270,51.269999999999996
1103,KS,52,415,False,False,0,0,False,596.8000000000001,297,58.51
1104,AL,72,415,False,False,0,4,False,600.5,302,64.18
1105,NJ,135,510,False,True,28,2,True,615.6,352,65.64
1106,NC,86,510,False,False,0,3,False,638.7,339,62.019999999999996
1107,DE,98,415,False,True,29,3,False,546.2,269,57.51
1108,WY,151,510,False,False,0,3,False,535.0999999999999,313,58.1
1109,ID,118,415,False,False,0,0,False,543.3,328,51.260000000000005
1110,NY,117,415,False,False,0,2,False,663.9999999999999,303,59.97
1111,MO,55,510,False,False,0,0,False,572.7,292,57.98
1112,ID,82,408,False,False,0,0,False,574.3,292,47.69
1113,IA,152,415,False,False,0,1,False,553.4000000000001,305,64.79
1114,TN,108,408,False,True,15,1,False,693.6999999999999,296,64.99
1115,OH,98,408,False,False,0,1,True,552.4000000000001,343,56.4
1116,IL,130,415,False,False,0,3,False,686.6,298,63.25999999999999
1117,FL,136,408,True,False,0,1,False,576.5999999999999,348,62.089999999999996
1118,MA,47,415,False,False,0,3,False,602.8,278,56.839999999999996
1119,OK,189,415,False,False,0,3,False,635.4,354,66.64
1120,KY,107,415,False,False,0,1,False,481.8,347,50.550000000000004
1121,MI,91,415,False,False,0,5,True,574.3000000000001,371,54.519999999999996
1122,NE,159,415,False,False,0,1,True,687.6,363,66.77
1123,VA,11,408,False,True,24,2,False,655.4,299,57.400000000000006
1124,NY,167,415,False,False,0,1,False,648.6999999999999,320,61.940000000000005
1125,MT,111,408,False,False,0,2,False,507.40000000000003,284,48.42
1126,VT,99,408,False,True,19,2,False,500.3,305,44.040000000000006
1127,KS,159,415,False,True,19,0,False,621.1,253,62.54
1128,VA,114,415,True,True,31,2,False,527.3,297,57.28000000000001
1129,AL,71,415,False,False,0,2,False,415.6,282,39.18
1130,PA,122,415,False,False,0,1,False,480.2,211,36.089999999999996
1131,AL,100,408,False,True,25,1,False,590.8,320,65.99
1132,WV,83,415,False,True,37,1,False,480.5,316,42.519999999999996
1133,NV,64,408,False,False,0,5,True,541.3,301,52.24
1134,TN,105,408,False,False,0,1,False,588.6999999999999,316,64.54
1135,ID,144,415,False,True,33,2,False,670.6,305,72.27000000000001
1136,WY,106,415,True,True,26,1,True,753.9,341,79.56000000000002
1137,TX,19,510,False,True,34,1,False,652.9999999999999,330,60.47
1138,MA,46,408,False,False,0,1,False,549.8000000000001,277,54.17
1139,IL,127,510,False,False,0,2,False,593.0,348,64.36999999999999
1140,LA,9,415,False,True,39,1,False,583.1,343,62.05
1141,CO,157,415,False,False,0,1,False,614.1,257,62.45
1142,UT,105,415,False,False,0,6,True,499.5,272,46.58
1143,MI,105,415,False,True,29,0,False,710.9,323,67.67999999999999
1144,NH,155,408,False,False,0,2,False,507.1,262,58.120000000000005
1145,ID,31,415,False,False,0,0,False,498.1,328,51.84
1146,WA,161,415,False,False,0,1,False,599.7,277,55.61
1147,MN,95,408,False,True,32,0,False,632.3000000000001,267,70.21
1148,NY,122,415,False,False,0,3,False,486.7,304,49.45
1149,MD,37,415,True,False,0,2,False,499.40000000000003,286,43.849999999999994
1150,GA,132,415,False,False,0,5,True,495.30000000000007,323,54.19
1151,HI,119,408,False,True,24,0,False,506.5,235,58.03
1152,AL,16,408,False,False,0,1,False,485.2,280,56.919999999999995
1153,CT,99,408,False,False,0,1,False,444.20000000000005,328,41.459999999999994
1154,CO,76,408,False,True,26,1,False,562.5,339,62.17
1155,KS,167,415,False,False,0,4,True,522.3,317,50.9
1156,NJ,129,415,False,False,0,1,False,478.90000000000003,353,53.94
1157,FL,116,408,False,False,0,1,False,543.4,343,51.58
1158,CA,60,415,True,False,0,1,False,604.6,328,60.85
1159,KS,128,415,False,False,0,0,False,516.6999999999999,347,47.43999999999999
1160,TX,47,408,False,True,28,0,False,444.3,283,42.59
1161,MN,40,510,True,False,0,3,False,639.9,261,59.14
1162,AK,173,510,False,False,0,0,False,428.0,234,48.97999999999999
1163,OR,157,510,False,True,30,1,False,766.8000000000001,334,70.12
1164,MS,66,408,False,True,32,2,False,461.90000000000003,323,52.150000000000006
1165,VT,50,415,True,True,26,0,False,779.4,284,86.84
1166,UT,72,415,False,False,0,3,False,511.79999999999995,351,47.23
1167,KS,130,510,False,False,0,1,False,606.4999999999999,277,57.68
1168,NV,143,408,False,False,0,1,False,614.4,262,57.339999999999996
1169,DE,89,510,True,False,0,1,False,525.6999999999999,311,49.1
1170,IN,108,415,False,False,0,0,False,578.8000000000001,255,63.339999999999996
1171,TX,32,408,False,False,0,1,False,484.00000000000006,325,51.63
1172,MA,166,415,False,False,0,2,False,512.3000000000001,320,57.24999999999999
1173,VT,109,408,False,False,0,1,False,717.6,328,71.25
1174,CA,72,408,False,True,39,1,False,536.9,303,47.919999999999995
1175,IA,134,415,False,True,32,0,False,501.6,274,55.699999999999996
1176,NH,13,415,False,False,0,4,False,583.8000000000001,285,60.37
1177,GA,90,415,False,False,0,3,False,588.4,299,51.370000000000005
1178,WI,111,415,False,True,36,3,False,525.0,257,56.47
1179,CO,101,408,False,True,23,1,False,555.5999999999999,295,65.7
1180,SC,72,415,False,False,0,0,False,601.4,330,63.81999999999999
1181,MI,67,510,False,True,35,1,False,675.1,333,68.68
1182,MD,172,408,False,False,0,3,True,633.1,333,74.75
1183,IN,154,510,False,True,32,2,False,571.6,291,58.4
1184,ME,69,510,False,False,0,2,False,661.8,286,65.92
1185,DC,123,415,False,False,0,3,False,652.5999999999999,305,66.64
1186,TN,130,415,False,True,12,0,False,574.6,300,54.71
1187,FL,142,415,False,True,26,2,False,720.1999999999999,338,70.88000000000001
1188,WA,29,415,False,False,0,1,False,593.5,291,54.28
1189,HI,87,408,False,True,28,0,False,553.6,327,54.31
1190,NE,149,415,False,False,0,0,False,384.2,284,41.03
1191,TN,146,408,True,False,0,2,False,555.3000000000001,276,55.4
1192,MD,88,415,True,False,0,4,True,780.0,255,76.17999999999999
1193,NM,119,415,True,True,15,5,True,460.5,317,51.06
1194,VT,48,510,False,False,0,1,False,573.2,225,58.95
1195,OR,135,415,False,False,0,1,False,615.5,344,63.94
1196,IN,100,510,False,False,0,1,False,519.0,339,61.080000000000005
1197,MO,98,415,False,False,0,4,False,738.4999999999999,276,72.1
